tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8
Eustigmatophyceae_XX,Eustigmatophyceae_X,rank_6,Eustigmatophyceae_XX,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,,
Trachydiscus,Eustigmatophyceae_XX,rank_7,Trachydiscus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Trachydiscus,
Trachydiscus_minutus,Trachydiscus,rank_8,Trachydiscus_minutus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Trachydiscus,Trachydiscus_minutus
Haptophyta,Hacrobia,rank_3,Haptophyta,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,,,,,
Prymnesiophyceae,Haptophyta,rank_4,Prymnesiophyceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,,,,
Phaeocystales,Prymnesiophyceae,rank_5,Phaeocystales,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,,,
Phaeocystaceae,Phaeocystales,rank_6,Phaeocystaceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,,
Phaeocystis,Phaeocystaceae,rank_7,Phaeocystis,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,
Phaeocystis_antarctica,Phaeocystis,rank_8,Phaeocystis_antarctica,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antarctica
Nannochloropsis,Eustigmatophyceae_XX,rank_7,Nannochloropsis,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,
Nannochloropsis_gaditana,Nannochloropsis,rank_8,Nannochloropsis_gaditana,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_gaditana
Nephroselmidophyceae,Chlorophyta,rank_4,Nephroselmidophyceae,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,,,,
Nephroselmidales,Nephroselmidophyceae,rank_5,Nephroselmidales,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,,,
Nephroselmidales_X,Nephroselmidales,rank_6,Nephroselmidales_X,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,,
Nephroselmis,Nephroselmidales_X,rank_7,Nephroselmis,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,
Nephroselmis_olivacea,Nephroselmis,rank_8,Nephroselmis_olivacea,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_olivacea
Pavlovophyceae,Haptophyta,rank_4,Pavlovophyceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,,,,
Pavlovales,Pavlovophyceae,rank_5,Pavlovales,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,,,
Pavlovaceae,Pavlovales,rank_6,Pavlovaceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,,
Pavlova,Pavlovaceae,rank_7,Pavlova,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova,
Pavlova_lutheri,Pavlova,rank_8,Pavlova_lutheri,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova,Pavlova_lutheri
Saccharina,Phaeophyceae_XX,rank_7,Saccharina,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Saccharina,
Saccharina_japonica,Saccharina,rank_8,Saccharina_japonica,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Saccharina,Saccharina_japonica
Streptophyta,Archaeplastida,rank_3,Streptophyta,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,,,,,
Embryophyceae,Streptophyta,rank_4,Embryophyceae,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,,,,
Embryophyceae_X,Embryophyceae,rank_5,Embryophyceae_X,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,,,
Embryophyceae_XX,Embryophyceae_X,rank_6,Embryophyceae_XX,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,,
Marchantia,Embryophyceae_XX,rank_7,Marchantia,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Marchantia,
Marchantia_polymorpha,Marchantia,rank_8,Marchantia_polymorpha,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Marchantia,Marchantia_polymorpha
Rhodomonas,Cryptomonadales_X,rank_7,Rhodomonas,Root,nucleus,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhodomonas,
Rhodomonas_salina,Rhodomonas,rank_8,Rhodomonas_salina,Root,nucleus,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhodomonas,Rhodomonas_salina
Nannochloropsis_oceanica,Nannochloropsis,rank_8,Nannochloropsis_oceanica,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_oceanica
Porphyridiophyceae,Rhodophyta,rank_4,Porphyridiophyceae,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,,,,
Porphyridiales,Porphyridiophyceae,rank_5,Porphyridiales,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,,,
Porphyridiales_X,Porphyridiales,rank_6,Porphyridiales_X,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,,
Porphyridium,Porphyridiales_X,rank_7,Porphyridium,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,Porphyridium,
Porphyridium_purpureum,Porphyridium,rank_8,Porphyridium_purpureum,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,Porphyridium,Porphyridium_purpureum
Ectocarpus,Phaeophyceae_XX,rank_7,Ectocarpus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus,
Ectocarpus_siliculosus,Ectocarpus,rank_8,Ectocarpus_siliculosus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus,Ectocarpus_siliculosus
Pelagophyceae,Ochrophyta,rank_4,Pelagophyceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,,,,
Pelagomonadales,Pelagophyceae,rank_5,Pelagomonadales,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,,,
Pelagomonadaceae,Pelagomonadales,rank_6,Pelagomonadaceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,,
Pelagomonas_sp.,Pelagomonadaceae,rank_7,Pelagomonas_sp.,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonas_sp.,
Bangiophyceae,Rhodophyta,rank_4,Bangiophyceae,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,,,,
Bangiales,Bangiophyceae,rank_5,Bangiales,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,,,
Bangiaceae,Bangiales,rank_6,Bangiaceae,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,,
Pyropia,Bangiaceae,rank_7,Pyropia,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,
Pyropia_yezoensis,Pyropia,rank_8,Pyropia_yezoensis,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia_yezoensis
Xanthophyceae,Ochrophyta,rank_4,Xanthophyceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,,,,
Xanthophyceae_X,Xanthophyceae,rank_5,Xanthophyceae_X,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,,,
Xanthophyceae_XX,Xanthophyceae_X,rank_6,Xanthophyceae_XX,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,,
Vaucheria,Xanthophyceae_XX,rank_7,Vaucheria,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Vaucheria,
Vaucheria_litorea,Vaucheria,rank_8,Vaucheria_litorea,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Vaucheria,Vaucheria_litorea
Gymnodiniales,Dinophyceae,rank_5,Gymnodiniales,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,,,
Gymnodiniaceae,Gymnodiniales,rank_6,Gymnodiniaceae,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
Amphidinium,Gymnodiniaceae,rank_7,Amphidinium,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,
Amphidinium_carterae,Amphidinium,rank_8,Amphidinium_carterae,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,Amphidinium_carterae
Aureococcus,Pelagomonadaceae,rank_7,Aureococcus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,
Aureococcus_anophagefferens,Aureococcus,rank_8,Aureococcus_anophagefferens,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens
Cyanidiales,Bangiophyceae,rank_5,Cyanidiales,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,,,
Cyanidiales_X,Cyanidiales,rank_6,Cyanidiales_X,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,,
Galdieria,Cyanidiales_X,rank_7,Galdieria,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Galdieria,
Galdieria_sulphuraria,Galdieria,rank_8,Galdieria_sulphuraria,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Galdieria,Galdieria_sulphuraria
Apicomplexa,Alveolata,rank_3,Apicomplexa,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,,,,,
Colpodellidea,Apicomplexa,rank_4,Colpodellidea,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,,,,
Colpodellida,Colpodellidea,rank_5,Colpodellida,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,,,
Chromeraceae,Colpodellida,rank_6,Chromeraceae,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Chromeraceae,,
Chromera,Chromeraceae,rank_7,Chromera,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Chromeraceae,Chromera,
Chromera_velia,Chromera,rank_8,Chromera_velia,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Chromeraceae,Chromera,Chromera_velia
Glaucophyta,Archaeplastida,rank_3,Glaucophyta,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,,,,,
Glaucocystophyceae,Glaucophyta,rank_4,Glaucocystophyceae,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,,,,
Glaucocystophytes,Glaucocystophyceae,rank_5,Glaucocystophytes,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,,,
Cyanophoraceae,Glaucocystophytes,rank_6,Cyanophoraceae,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,Cyanophoraceae,,
Cyanophora,Cyanophoraceae,rank_7,Cyanophora,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,Cyanophoraceae,Cyanophora,
Cyanophora_paradoxa,Cyanophora,rank_8,Cyanophora_paradoxa,Root,nucleus,Eukaryota,Archaeplastida,Glaucophyta,Glaucocystophyceae,Glaucocystophytes,Cyanophoraceae,Cyanophora,Cyanophora_paradoxa
Cyanidioschyzon,Cyanidiales_X,rank_7,Cyanidioschyzon,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidioschyzon,
Cyanidioschyzon_merolae,Cyanidioschyzon,rank_8,Cyanidioschyzon_merolae,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidioschyzon,Cyanidioschyzon_merolae
Charophyceae,Streptophyta,rank_4,Charophyceae,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,,,,
Charophyceae_X,Charophyceae,rank_5,Charophyceae_X,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,Charophyceae_X,,,
Charophyceae_XX,Charophyceae_X,rank_6,Charophyceae_XX,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,Charophyceae_X,Charophyceae_XX,,
Chara,Charophyceae_XX,rank_7,Chara,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,Charophyceae_X,Charophyceae_XX,Chara,
Chara_vulgaris,Chara,rank_8,Chara_vulgaris,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Charophyceae,Charophyceae_X,Charophyceae_XX,Chara,Chara_vulgaris
Arabidopsis,Embryophyceae_XX,rank_7,Arabidopsis,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Arabidopsis,
Arabidopsis_thaliana,Arabidopsis,rank_8,Arabidopsis_thaliana,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Arabidopsis,Arabidopsis_thaliana
Zygnemophyceae,Streptophyta,rank_4,Zygnemophyceae,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,,,,
Zygnemophyceae_X,Zygnemophyceae,rank_5,Zygnemophyceae_X,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,,,
Zygnemophyceae_XX,Zygnemophyceae_X,rank_6,Zygnemophyceae_XX,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,,
Chlorokybus,Zygnemophyceae_XX,rank_7,Chlorokybus,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Chlorokybus,
Chlorokybus_atmophyticus,Chlorokybus,rank_8,Chlorokybus_atmophyticus,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Chlorokybus,Chlorokybus_atmophyticus
Bacillariophyta,Ochrophyta,rank_4,Bacillariophyta,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,,,,
Bacillariophyta_X,Bacillariophyta,rank_5,Bacillariophyta_X,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,,,
Raphid-pennate,Bacillariophyta_X,rank_6,Raphid-pennate,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,
Fistulifera_sp.,Raphid-pennate,rank_7,Fistulifera_sp.,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Fistulifera_sp.,
Vitrelladida,Colpodellidea,rank_5,Vitrelladida,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Vitrelladida,,,
Vitrellaceae,Vitrelladida,rank_6,Vitrellaceae,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Vitrelladida,Vitrellaceae,,
Vitrella,Vitrellaceae,rank_7,Vitrella,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Vitrelladida,Vitrellaceae,Vitrella,
Vitrella_brassicaformis,Vitrella,rank_8,Vitrella_brassicaformis,Root,nucleus,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Vitrelladida,Vitrellaceae,Vitrella,Vitrella_brassicaformis
Phaeodactylum,Raphid-pennate,rank_7,Phaeodactylum,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Phaeodactylum,
Phaeodactylum_tricornutum,Phaeodactylum,rank_8,Phaeodactylum_tricornutum,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Phaeodactylum,Phaeodactylum_tricornutum
Polar-centric-Mediophyceae,Bacillariophyta_X,rank_6,Polar-centric-Mediophyceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,,
Thalassiosira,Polar-centric-Mediophyceae,rank_7,Thalassiosira,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,
Thalassiosira_pseudonana,Thalassiosira,rank_8,Thalassiosira_pseudonana,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_pseudonana
Syntrichia,Embryophyceae_XX,rank_7,Syntrichia,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Syntrichia,
Syntrichia_ruralis,Syntrichia,rank_8,Syntrichia_ruralis,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Syntrichia,Syntrichia_ruralis
Mesostigmatophyceae,Streptophyta,rank_4,Mesostigmatophyceae,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Mesostigmatophyceae,,,,
Mesostigmatophyceae_X,Mesostigmatophyceae,rank_5,Mesostigmatophyceae_X,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Mesostigmatophyceae,Mesostigmatophyceae_X,,,
Mesostigmatophyceae_XX,Mesostigmatophyceae_X,rank_6,Mesostigmatophyceae_XX,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Mesostigmatophyceae,Mesostigmatophyceae_X,Mesostigmatophyceae_XX,,
