ERR868402_16990_Root;	gi|1510250682|gb|MH281627.1|	89.36	47	5	0	592	638	49968	49922	3e-04	60.2
ERR868402_16990_Root;	gi|1686915341|gb|CP040985.1|	96.97	33	1	0	461	493	1120653	1120621	0.004	56.5
ERR868402_16990_Root;	gi|1686913483|gb|CP040986.1|	96.97	33	1	0	461	493	1108609	1108577	0.004	56.5
ERR868402_16990_Root;	gi|1040885869|ref|XM_017396618.1|	96.88	32	1	0	462	493	661	692	0.015	54.7
ERR868402_16990_Root;	gi|1626640776|gb|CP039348.1|	100.00	28	0	0	1636	1663	17241352	17241379	0.053	52.8
ERR868402_39253_Root;	gi|328835635|dbj|AP011960.1|	75.83	989	202	28	4756	5730	122861	123826	2e-126	468
ERR868402_39253_Root;	gi|583828578|gb|KF733443.1|	76.20	878	181	21	4873	5742	64300	65157	1e-117	438
ERR868402_39253_Root;	gi|1530728959|gb|MH356727.1|	75.59	938	199	26	4803	5730	64565	65482	4e-117	436
ERR868402_39253_Root;	gi|468112375|gb|KC509524.1|	75.72	898	189	25	4858	5745	5020	5898	3e-113	424
ERR868402_39253_Root;	gi|297384867|gb|GU591327.1|	75.46	925	190	30	4786	5700	52768	53665	6e-111	416
ERR868402_39253_Root;	gi|908309905|gb|KR709240.1|	75.62	890	185	22	4865	5749	92461	93323	8e-110	412
ERR868402_39253_Root;	gi|1418588907|ref|NC_038009.1|	75.57	880	187	21	4873	5744	49660	48801	1e-108	409
ERR868402_39253_Root;	gi|1399239276|gb|MG755808.1|	75.57	880	187	21	4873	5744	49660	48801	1e-108	409
ERR868402_39253_Root;	gi|468111524|gb|KC509519.1|	76.71	773	157	14	4975	5744	9859	10611	1e-108	409
ERR868402_39253_Root;	gi|1419234739|dbj|AP018511.1|	75.33	908	187	31	4803	5700	60189	61069	2e-106	401
ERR868402_67187_Root;	gi|523265777|gb|KC811150.1|	77.83	3307	659	53	10	3264	23008	19724	0.0	1978
ERR868402_67187_Root;	gi|1297062390|gb|CP025057.1|	98.15	54	1	0	2722	2775	1176274	1176221	1e-14	95.3
ERR868402_67187_Root;	gi|374672027|emb|FN666498.1|	73.28	232	52	9	63	290	562	787	5e-09	76.8
ERR868402_67187_Root;	gi|338225442|gb|CP002130.1|	73.28	232	52	9	63	290	18738	18963	5e-09	76.8
ERR868402_67187_Root;	gi|1540103113|emb|LR134404.1|	91.67	48	4	0	2722	2769	1641404	1641357	3e-06	67.6
ERR868402_67187_Root;	gi|323436265|gb|CP002455.1|	91.67	48	4	0	2722	2769	1466993	1467040	3e-06	67.6
ERR868402_67187_Root;	gi|1447660582|gb|CP028374.1|	87.27	55	7	0	1443	1497	215667	215613	4e-05	63.9
ERR868402_89173_Root;	gi|270313663|gb|GU263792.1|	76.54	520	104	16	738	1248	4548	5058	4e-67	268
ERR868402_89173_Root;	gi|193084592|gb|EU795163.1|	76.54	520	104	16	738	1248	4524	5034	4e-67	268
ERR868402_89173_Root;	gi|193084576|gb|EU795147.1|	76.54	520	104	16	738	1248	6947	6437	4e-67	268
ERR868402_89173_Root;	gi|193084574|gb|EU795145.1|	76.54	520	104	16	738	1248	51827	51317	4e-67	268
ERR868402_89173_Root;	gi|193084493|gb|EU795279.1|	76.54	520	104	16	738	1248	7554	8064	4e-67	268
ERR868402_89173_Root;	gi|514253615|gb|KC900889.1|	75.10	510	111	14	732	1233	7688	8189	9e-54	224
ERR868402_89173_Root;	gi|1509834938|ref|NC_039521.1|	81.97	233	38	4	991	1221	45538	45768	7e-45	195
ERR868402_89173_Root;	gi|1482676459|gb|MH591104.1|	81.97	233	38	4	991	1221	45538	45768	7e-45	195
ERR868402_89173_Root;	gi|1418583054|ref|NC_037919.1|	73.94	495	107	20	737	1220	173576	174059	2e-40	180
ERR868402_89173_Root;	gi|1388162167|gb|MF276977.1|	73.94	495	107	20	737	1220	173576	174059	2e-40	180
ERR868402_94072_Root;	gi|808182281|gb|CP009621.1|	71.88	448	97	24	1242	1675	1984063	1983631	5e-17	102
