k117_39253	gi|328835635|dbj|AP011960.1|	75.83	989	202	28	4756	5730	122861	123826	2e-126	N/A
k117_39253	gi|583828578|gb|KF733443.1|	76.20	878	181	21	4873	5742	64300	65157	1e-117	N/A
k117_39253	gi|1530728959|gb|MH356727.1|	75.59	938	199	26	4803	5730	64565	65482	4e-117	N/A
k117_39253	gi|468112375|gb|KC509524.1|	75.72	898	189	25	4858	5745	5020	5898	3e-113	N/A
k117_39253	gi|297384867|gb|GU591327.1|	75.46	925	190	30	4786	5700	52768	53665	6e-111	N/A
k117_39253	gi|908309905|gb|KR709240.1|	75.62	890	185	22	4865	5749	92461	93323	8e-110	N/A
k117_39253	gi|1418588907|ref|NC_038009.1|	75.57	880	187	21	4873	5744	49660	48801	1e-108	N/A
k117_39253	gi|1399239276|gb|MG755808.1|	75.57	880	187	21	4873	5744	49660	48801	1e-108	N/A
k117_39253	gi|468111524|gb|KC509519.1|	76.71	773	157	14	4975	5744	9859	10611	1e-108	N/A
k117_39253	gi|1419234739|dbj|AP018511.1|	75.33	908	187	31	4803	5700	60189	61069	2e-106	N/A
k117_39253	gi|1538979133|gb|MH113811.1|	75.03	925	194	30	4786	5700	53223	54120	3e-104	N/A
k117_39253	gi|1538979133|gb|MH113811.1|	86.26	211	29	0	5490	5700	54255	54465	8e-55	N/A
k117_39253	gi|1418588641|ref|NC_038007.1|	74.94	874	188	26	4879	5745	26372	25523	1e-97	N/A
k117_39253	gi|1399239010|gb|MG755806.1|	74.94	874	188	26	4879	5745	26372	25523	1e-97	N/A
k117_39253	gi|468111860|gb|KC509521.1|	74.58	885	198	24	4871	5749	52331	51468	8e-95	N/A
k117_39253	gi|1043523764|gb|KU164872.1|	74.48	921	186	33	4853	5744	40894	39994	5e-92	N/A
k117_39253	gi|1043523619|gb|KU164871.1|	74.48	921	186	33	4853	5744	40884	39984	5e-92	N/A
k117_39253	gi|378787433|gb|JQ405663.1|	73.35	927	211	24	4857	5762	12907	11996	3e-79	N/A
k117_39253	gi|449327163|gb|KC573041.1|	74.57	704	152	17	5050	5730	72114	71415	6e-71	N/A
k117_39253	gi|1399237780|gb|MG755797.1|	74.96	611	131	19	3868	4467	73290	73889	3e-64	N/A
k117_39253	gi|468111689|gb|KC509520.1|	85.71	238	34	0	5490	5727	66598	66835	2e-61	N/A
k117_39253	gi|613433254|gb|KJ410682.1|	73.12	733	157	34	5023	5735	26414	25702	1e-53	N/A
k117_39253	gi|478433485|gb|KC598084.1|	73.12	733	158	33	5023	5735	71521	70808	1e-53	N/A
k117_39253	gi|429126040|gb|KC012944.1|	73.12	733	157	33	5023	5735	88645	89357	1e-53	N/A
k117_39253	gi|1511245571|ref|NC_039754.1|	83.98	231	37	0	5515	5745	247714	247944	1e-52	N/A
k117_39253	gi|1477083193|gb|MH285950.1|	83.98	231	37	0	5515	5745	247714	247944	1e-52	N/A
k117_39253	gi|478433989|gb|KC598088.1|	72.99	733	159	33	5023	5735	71558	70845	5e-52	N/A
k117_39253	gi|1418587553|ref|NC_037999.1|	81.54	260	47	1	5490	5749	33317	33059	8e-50	N/A
k117_39253	gi|1399237922|gb|MG755798.1|	81.54	260	47	1	5490	5749	33317	33059	8e-50	N/A
k117_39253	gi|1214870173|gb|MF083689.2|	82.98	235	40	0	5515	5749	125762	125996	8e-50	N/A
k117_39253	gi|1212783862|gb|MF083692.1|	82.98	235	40	0	5515	5749	127817	128051	8e-50	N/A
k117_39253	gi|1212783794|gb|MF083691.1|	82.98	235	40	0	5515	5749	125502	125736	8e-50	N/A
k117_39253	gi|1212783729|gb|MF083690.1|	82.98	235	40	0	5515	5749	115652	115886	8e-50	N/A
k117_39253	gi|1212783593|gb|MF083688.1|	82.98	235	40	0	5515	5749	126137	126371	8e-50	N/A
k117_39253	gi|213517384|gb|FJ423446.1|	82.98	235	40	0	5515	5749	129197	129431	8e-50	N/A
k117_39253	gi|1511245640|ref|NC_039755.1|	83.12	231	39	0	5515	5745	134932	134702	3e-49	N/A
k117_39253	gi|1477083273|gb|MH285951.1|	83.12	231	39	0	5515	5745	134932	134702	3e-49	N/A
k117_39253	gi|32880373|tpg|BK000554.2|	83.12	231	39	0	5519	5749	128973	129203	3e-49	N/A
k117_39253	gi|944995|emb|X90559.1|	83.12	231	39	0	5519	5749	2035	2265	3e-49	N/A
k117_39253	gi|3602932|gb|AF041468.1|	81.71	257	41	4	5492	5745	66918	66665	1e-48	N/A
k117_39253	gi|12110|emb|X64731.1|	82.16	241	43	0	5490	5730	153	393	4e-48	N/A
k117_39253	gi|1001824043|gb|KU200463.1|	81.25	256	47	1	5489	5744	122714	122968	1e-47	N/A
k117_39253	gi|930491279|gb|KR336545.1|	81.25	256	47	1	5489	5744	12409	12155	1e-47	N/A
k117_39253	gi|819232022|gb|KP298002.1|	81.25	256	47	1	5489	5744	12412	12158	1e-47	N/A
k117_39253	gi|261888139|gb|GU084820.1|	82.68	231	40	0	5515	5745	405450	405680	1e-47	N/A
