tatC-contig-0000000	gi|374249425|ref|YP_005088644.1|	96.63	89	3	0	1	89	52	140	2e-51	174
tatC-contig-0000000	gi|520850658|ref|YP_008145417.1|	94.38	89	5	0	1	89	52	140	7e-51	172
tatC-contig-0000000	gi|71842243|ref|YP_277331.1|	74.16	89	23	0	1	89	60	148	7e-36	134
tatC-contig-0000000	gi|619728386|gb|AHY04388.1|	69.66	89	27	0	1	89	59	147	3e-35	132
tatC-contig-0000000	gi|11467698|ref|NP_050750.1|	66.29	89	30	0	1	89	89	177	5e-32	124
tatC-contig-0000000	gi|504974356|ref|WP_015161458.1|	60.67	89	35	0	1	89	100	188	8e-32	124
tatC-contig-0000000	gi|11465730|ref|NP_053874.1|	64.04	89	32	0	1	89	59	147	3e-31	121
tatC-contig-0000000	gi|1238820874|ref|YP_009420303.1|	65.17	89	31	0	1	89	56	144	5e-31	120
tatC-contig-0000000	gi|1238821023|ref|YP_009420451.1|	64.04	89	32	0	1	89	59	147	6e-31	121
tatC-contig-0000000	gi|1236762901|gb|ASV47621.1|	62.92	89	33	0	1	89	59	147	9e-31	120
tatC-contig-0000001	gi|374249425|ref|YP_005088644.1|	94.03	67	4	0	1	67	93	159	2e-35	131
tatC-contig-0000001	gi|520850658|ref|YP_008145417.1|	92.54	67	5	0	1	67	93	159	3e-35	131
tatC-contig-0000001	gi|619728386|gb|AHY04388.1|	70.15	67	20	0	1	67	100	166	5e-26	107
tatC-contig-0000001	gi|71842243|ref|YP_277331.1|	71.64	67	19	0	1	67	101	167	4e-25	104
tatC-contig-0000001	gi|11467698|ref|NP_050750.1|	67.16	67	22	0	1	67	130	196	1e-22	98.6
tatC-contig-0000001	gi|1226042337|gb|ASO75942.1|	68.66	67	21	0	1	67	95	161	1e-22	97.8
tatC-contig-0000001	gi|149071998|ref|YP_001293561.1|	67.16	67	22	0	1	67	95	161	2e-22	97.1
tatC-contig-0000001	gi|1238821023|ref|YP_009420451.1|	65.67	67	23	0	1	67	100	166	4e-22	96.7
tatC-contig-0000001	gi|1236762901|gb|ASV47621.1|	65.67	67	23	0	1	67	100	166	5e-22	96.7
tatC-contig-0000001	gi|1238820874|ref|YP_009420303.1|	68.66	67	21	0	1	67	97	163	1e-21	95.1
M_psaD-contig-0000000	gi|374249434|ref|YP_005088653.1|	98.65	74	0	1	1	73	28	101	1e-43	149
M_psaD-contig-0000000	gi|520850668|ref|YP_008145427.1|	97.30	74	1	1	1	73	28	101	1e-43	149
M_psaD-contig-0000000	gi|712911942|ref|YP_009093339.1|	90.41	73	7	0	1	73	26	98	2e-41	144
M_psaD-contig-0000000	gi|700082475|ref|YP_009092872.1|	90.41	73	7	0	1	73	26	98	2e-41	144
M_psaD-contig-0000000	gi|11467501|ref|NP_043647.1|	90.41	73	7	0	1	73	26	98	2e-41	144
M_psaD-contig-0000000	gi|1200634060|gb|OUX42024.1|	94.59	74	3	1	1	73	28	101	2e-41	144
M_psaD-contig-0000000	gi|662012547|ref|YP_009028878.1|	90.41	73	7	0	1	73	26	98	3e-41	143
M_psaD-contig-0000000	gi|71842310|ref|YP_277398.1|	94.59	74	3	1	1	73	29	102	4e-41	143
M_psaD-contig-0000000	gi|619728347|gb|AHY04349.1|	93.24	74	4	1	1	73	28	101	6e-41	142
M_psaD-contig-0000000	gi|662015819|ref|YP_009029445.1|	89.04	73	8	0	1	73	26	98	6e-41	142
